asin,first_three_words,shortened_product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,sales_volume,delivery
B09GKPDCVW,Yealink W76P -,Yealink W76P - IP DECT Phone B,$161.23 ,$179.99 ,USD,4.2,155,31,$95.00 ,200+ bought in past month,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon."
B09GKXZCWY,SAMSUNG Galaxy Z,SAMSUNG Galaxy Z Flip 3 5G Fac,$326.00 ,$539.99 ,USD,3.9,313,4,$214.99 ,50+ bought in past month,"FREE delivery Sep 26 - Oct 2 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon."
B0CH7Q92J8,NUU A23Plus Basic,NUU A23Plus Basic Cell Phone f,$79.99 ,$84.99 ,USD,3.7,400,1,$79.99 ,400+ bought in past month,"FREE delivery Tue, Sep 24"
B0CMTLGC9W,Kids Smart Phone,"Kids Smart Phone for Girls, Ch",$31.99 ,$39.99 ,USD,4.2,1373,3,$26.93 ,4K+ bought in past month,"FREE delivery Tue, Sep 24"
B0BYL93774,"Apple iPhone 14,","Apple iPhone 14, 128GB, Midnig",$541.06 ,$579.00 ,USD,4.2,776,6,$511.67 ,500+ bought in past month,"FREE delivery Tue, Sep 24"
B09D55BNYB,Motorola Moto G,Motorola Moto G Stylus 128GB M,$66.89 ,$77.00 ,USD,4.0,119,10,$62.22 ,Typical price: ,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon."
B0DCJRJDZS,A23 Unlocked Android,A23 Unlocked Android Phone 6.7,$99.99 ,$109.99 ,USD,5.0,3,1,$99.99 ,50+ bought in past month,FREE delivery
B0C5BHVCSJ,motorola Moto G,motorola Moto G Play 2023 3-Da,$72.99 ,$99.00 ,USD,3.9,291,17,$69.94 ,400+ bought in past month,"FREE delivery Fri, Sep 27 Only 1 left in stock - order soon."
B0CN6Q9D6T,AGM M9 Rugged,AGM M9 Rugged Basic Cell Phone,$49.99 ,$79.99 ,USD,3.8,299,1,$49.99 ,300+ bought in past month,"FREE delivery Tue, Sep 24"
B07P936C7F,Yealink SIP-T57W IP,Yealink SIP-T57W IP Phone - Co,$202.00 ,$359.00 ,USD,3.7,93,25,$164.35 ,List: ,"FREE delivery Sep 24 - 26 Or fastest delivery Mon, Sep 23 Only 10 left in stock - order soon."
B0BPN14LQG,Samsung Galaxy A23,Samsung Galaxy A23 5G SM-A236U,$125.00 ,$134.00 ,USD,4.1,309,19,$103.90 ,300+ bought in past month,"FREE delivery Sat, Sep 21 Only 1 left in stock - order soon."
B099N3XGP7,AT&amp;T CL83507 DECT,AT&amp;T CL83507 DECT 6.0 5-Ha,$131.88 ,$139.95 ,USD,4.3,3777,3,$62.01 ,200+ bought in past month,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24"
B08MV7HWFK,Google Pixel 5,"Google Pixel 5 5G, US Version,",$154.31 ,$284.99 ,USD,3.9,2306,7,$134.99 ,200+ bought in past month,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 6 left in stock - order soon."
B086W923PZ,D1005 Cordless Phone,"D1005 Cordless Phone for Home,",$27.98 ,$32.98 ,USD,3.8,1414,1,$27.98 ,50+ bought in past month,"FREE delivery Wed, Sep 25 on $35 of items shipped by Amazon"
B0CH964JZ8,LIVELY Jitterbug Smart4,LIVELY Jitterbug Smart4 Smartp,$71.99 ,$119.99 ,USD,4.0,1857,3,$65.35 ,500+ bought in past month,"FREE delivery Tue, Sep 24"
B0B4F4DH6H,Panasonic Expandable Corded,Panasonic Expandable Corded Ph,$114.28 ,$129.99 ,USD,4.2,539,2,$41.84 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B0B4F4DH6H,Panasonic Expandable Corded,Panasonic Expandable Corded Ph,$114.28 ,$129.99 ,USD,4.2,539,2,$41.84 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B08CHRHFRL,Samsung Galaxy A01,Samsung Galaxy A01 16GB BLACK ,$57.00 ,$79.90 ,USD,3.9,359,25,$49.00 ,100+ bought in past month,"FREE delivery Tue, Sep 24"
B07RBMP5V4,Sangyn Retro Wall,Sangyn Retro Wall Phones for L,$34.98 ,$38.98 ,USD,4.0,1645,1,$34.98 ,50+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0BCF3YGGF,Samsung Galaxy S22,"Samsung Galaxy S22 5G (128GB, ",$249.99 ,$270.00 ,USD,4.1,142,11,$219.00 ,200+ bought in past month,"FREE delivery Mon, Sep 23"
B07CCNTHYH,Alcatel 1 5033J,Alcatel 1 5033J Unlocked Smart,$59.99 ,$62.99 ,USD,3.8,161,4,$39.00 ,Typical: ,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon."
B0D8PN6CPQ,TOCOL 3 in,TOCOL 3 in 1 Magnetic for iPho,$14.99 ,$24.99 ,USD,4.6,4022,1,$14.99 ,500+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0D5CVTSZ1,Magnetic Neck Mount,Magnetic Neck Mount for Phones,$27.49 ,$29.94 ,USD,4.6,38,1,$27.49 ,300+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0CHB24KQJ,[True Military-Grade] Car,[True Military-Grade] Car Phon,$39.99 ,$45.99 ,USD,4.4,2589,1,$39.99 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B0CQ237PFS,Portable Charger 33800mAh,Portable Charger 33800mAh USB ,$45.95 ,$69.95 ,USD,4.4,672,1,$45.95 ,3K+ bought in past month,"FREE delivery Tue, Sep 24"
